"ID","대분류","중분류(화면)","소분류(기능)","시나리오","사전조건","테스트절차","기대결과","유형","우선순위","결과","비고"
"FE-AD-021","경매상세","사진 페이저","갤러리 닫기","갤러리 닫기 버튼으로 종료","풀스크린 갤러리 열림","1. 우상단 X(xmark) 버튼을 탭한다.","갤러리가 닫히고 상세 화면으로 복귀한다.","정상","P1","",""
"FE-AD-022","경매상세","사진 페이저","인덱스 인디케이터","사진 1장일 때 인덱스 표시 숨김","사진 정확히 1장","1. 사진 1장 매물 갤러리를 연다. 2. 하단을 확인한다.","'1 / N' 인덱스 인디케이터가 표시되지 않는다(count>1에서만 노출).","경계","P2","",""
"FE-AD-023","경매상세","사진 페이저","갤러리 페이징","기본 배율에서 좌우 슬라이드로 사진 전환","갤러리 열림, 사진 2장 이상, 배율 1.0","1. 갤러리에서 좌우로 스와이프한다. 2. 하단 인덱스를 확인한다.","사진이 넘어가고 '현재/전체' 인덱스가 갱신된다.","정상","P2","",""
"FE-AD-024","경매상세","사진 페이저","갤러리 줌","더블탭으로 확대/원복","갤러리 열림","1. 사진을 더블탭한다. 2. 다시 더블탭한다.","첫 더블탭에 2배 확대, 두 번째 더블탭에 1배로 원복되며 offset이 초기화된다.","경계","P2","",""
"FE-AD-025","경매상세","사진 페이저","갤러리 줌","핀치 확대 시 최대 배율 제한","갤러리 열림","1. 핀치 제스처로 크게 확대한다.","확대 배율이 최대 4배에서 클램프되고 그 이상 커지지 않는다.","경계","P2","",""
"FE-AD-026","경매상세","사진 페이저","갤러리 패닝","확대 상태에서 드래그 패닝","갤러리에서 사진을 1배 초과로 확대","1. 사진을 확대한다. 2. 드래그로 이동시킨다.","확대 상태에서는 드래그로 사진이 이동(패닝)되고, 1배에서는 드래그가 좌우 페이지 전환으로 동작한다.","경계","P2","",""
"FE-AD-027","경매상세","요약정보-타이틀/관심","타이틀 폴백","건물명 없을 때 주소로 타이틀 대체","salesBuildingName이 빈 문자열","1. 건물명이 없는 매물 상세에 진입한다. 2. 요약 타이틀을 확인한다.","건물명 대신 salesAddress가 타이틀로 표시된다.","경계","P2","",""
"FE-AD-028","경매상세","요약정보-타이틀/관심","사건번호 복사","사건번호 탭 시 클립보드 복사","상세 진입 상태","1. 요약정보의 사건번호(복사 아이콘 포함) 영역을 탭한다. 2. 다른 입력란에 붙여넣기 한다.","사건번호 문자열이 클립보드에 복사되어 붙여넣기 된다.","정상","P1","",""
"FE-AD-029","경매상세","요약정보-타이틀/관심","관심(찜) 초기 상태","진입 시 현재 찜 상태/카운트 반영","해당 매물이 이미 찜 되어있는 계정","1. 상세에 진입한다. 2. 하트 아이콘과 카운트를 확인한다.","loadInterestState 결과에 따라 하트가 채워진(critical 색) 상태로, 카운트가 서버 값으로 표시된다.","정상","P1","",""
"FE-AD-030","경매상세","요약정보-타이틀/관심","관심(찜) 토글 ON","미찜 상태에서 하트 탭 시 찜 등록","로그인 상태, 미찜 매물","1. 빈 하트를 탭한다.","하트가 채워지고(critical 색) 카운트가 1 증가한다.","정상","P0","",""
"FE-AD-031","경매상세","요약정보-타이틀/관심","관심(찜) 토글 OFF","찜 상태에서 하트 탭 시 찜 해제","로그인 상태, 이미 찜한 매물","1. 채워진 하트를 탭한다.","하트가 빈 상태가 되고 카운트가 1 감소(최소 0)한다.","정상","P0","",""
"FE-AD-032","경매상세","요약정보-타이틀/관심","관심(찜) 로딩","찜 처리 중 로딩 표시 및 버튼 비활성화","찜 요청 응답 지연","1. 하트를 탭한다. 2. 처리 중 빠르게 다시 탭을 시도한다.","하트 자리에 ProgressView가 표시되고 버튼이 disabled되어 중복 요청이 막힌다.","경계","P1","",""
"FE-AD-033","경매상세","요약정보-타이틀/관심","관심(찜) 실패 롤백","찜 요청 실패 시 이전 상태로 롤백 및 알럿","찜 API 실패 유도","1. 하트를 탭한다. 2. 요청이 실패하도록 한다.","하트 상태와 카운트가 탭 이전 값으로 되돌아가고 에러 alert가 표시된다.","예외","P1","",""
"FE-AD-034","경매상세","요약정보-타이틀/관심","관심(찜) 비로그인","비로그인 상태에서 찜 시도","비로그인 상태","1. 하트를 탭한다.","찜이 반영되지 않고 인증 관련 에러 alert 또는 로그인 유도가 발생하며 상태가 롤백된다.","예외","P1","","인증 분기는 데이터파트 연계"
"FE-AD-035","경매상세","요약정보-타이틀/관심","관심(찜) 동기화","찜 변경이 다른 화면에 전파","리스트/관심목록 화면이 동일 매물 노출 중","1. 상세에서 찜을 토글한다. 2. 이전 리스트 화면으로 돌아간다.","NotificationCenter(.auctionZzimDidChange) 전파로 리스트의 찜 상태/카운트가 동기화된다.","정상","P2","","리스트 모듈 연계"
"FE-AD-036","경매상세","요약정보-칩/금액","입찰구분 칩","입찰구분 값이 없으면 칩 미표시","bidType displayName이 빈 문자열(invalid 등)","1. 해당 매물 상세에 진입한다. 2. 칩 영역을 확인한다.","입찰구분 칩이 렌더되지 않고 유찰횟수/매각상태 칩만 표시된다.","경계","P2","",""
"FE-AD-037","경매상세","요약정보-칩/금액","매각상태 칩","낙찰 완료 매물 상태 칩 표시","soldOut == true","1. 낙찰된 매물 상세에 진입한다. 2. 상태 칩을 확인한다.","'낙찰 완료' 칩이 primary 색상으로 표시된다.","정상","P1","",""
"FE-AD-038","경매상세","요약정보-칩/금액","매각상태 칩","매각기일 기준 D-day 상태 표시","미낙찰, 매각일이 미래/오늘/과거","1. 매각일이 미래인 매물에 진입한다. 2. 상태 칩 문구를 확인한다.","미래면 '매각 D-n', 당일이면 '오늘 매각', 과거면 '매각 종료'로 표시된다.","경계","P1","","날짜 값 정확성은 데이터파트 연계"
"FE-AD-039","경매상세","요약정보-칩/금액","감정가 대비","감정가 대비 차액 색상/문구 표시","최저매각가와 감정가 데이터 존재","1. 상세에 진입한다. 2. 금액카드의 '감정가대비' 문구와 색상을 확인한다.","차액이 0 이하면 primary 색, 양수면 critical 색으로 표시되고 0이면 '감정가와 동일'로 표시된다.","경계","P2","","금액 값 정확성은 데이터파트 연계"
"FE-AD-040","경매상세","경매정보/권리분석 탭","탭 기본 선택","진입 시 경매정보 탭이 기본 선택","상세 진입 상태","1. 탭 영역을 확인한다.","'경매정보' 탭이 기본 선택되어 한눈에보기 카드가 노출된다.","정상","P1","",""
"FE-AD-041","경매상세","경매정보/권리분석 탭","탭 전환","권리분석 탭으로 전환","경매정보 탭 표시 중","1. '권리분석' 탭을 탭한다.","권리분석 화면(임차인 수/칩/상세카드)으로 전환되고 언더라인 인디케이터가 이동한다.","정상","P1","",""
"FE-AD-042","경매상세","경매정보/권리분석 탭","한눈에보기","경매구분 비노출 케이스 표시","caseName이 강제/임의경매가 아닌 매물","1. 경매정보 탭에서 '경매구분' 카드를 확인한다.","displayCaseName 규칙에 따라 '-'로 표시된다(공유물분할/형식적경매 등 비노출).","경계","P2","",""
"FE-AD-043","경매상세","경매정보/권리분석 탭","권리분석 빈 상태","권리분석 데이터 없을 때 빈 안내","rightsAnalysis 빈 배열","1. 권리분석 탭으로 전환한다.","'권리분석 정보가 없습니다' 안내 문구가 표시되고 칩/상세카드는 렌더되지 않는다(임차인 수 0).","경계","P1","",""
"FE-AD-044","경매상세","경매정보/권리분석 탭","임차인 칩 선택","임차인 칩 선택 시 상세카드 갱신","권리분석 임차인 2명 이상","1. 권리분석 탭에서 두 번째 임차인 칩을 탭한다.","선택 칩에 checkmark 표시, 하단 상세카드(대항력/전입신고일/보증금 등)가 선택 임차인 정보로 갱신된다.","정상","P1","",""
"FE-AD-045","경매상세","경매정보/권리분석 탭","임차인 칩 스크롤","임차인 칩 가로 스크롤","임차인 다수","1. 권리분석 탭에서 칩 영역을 좌우로 스크롤한다.","가로 스크롤로 가려진 칩들이 노출되고 스크롤 인디케이터는 숨김 처리된다.","정상","P2","",""
"FE-AD-046","경매상세","경매정보/권리분석 탭","선택 인덱스 리셋","탭/데이터 갱신 시 선택 인덱스 초기화","권리분석에서 2번째 이후 칩 선택 상태","1. 임차인 칩을 선택한다. 2. 탭을 떠났다 다시 권리분석으로 돌아오거나 데이터가 갱신된다.","onAppear/onChange로 selectedIndex가 0으로 리셋되어 첫 임차인이 선택된다.","경계","P2","",""
"FE-AD-047","경매상세","경매 히스토리","기본 정보행","경매 개시/배당종기/현황조사일 표시","상세 진입 상태","1. 경매 히스토리 섹션으로 스크롤한다.","'경매개시일','배당종기일','현황조사일' 행이 날짜 값과 함께 표시된다.","정상","P2","","날짜 값 정확성은 데이터파트 연계"
"FE-AD-048","경매상세","경매 히스토리","접힘/펼침","기본 접힘 상태에서 최신 1건만 노출","히스토리 2건 이상","1. 히스토리 섹션을 확인한다.","기본적으로 최신 1건만 보이고 하단에 그라데이션 페이드와 펼치기(아래 화살표) 버튼이 표시된다.","정상","P1","",""
"FE-AD-049","경매상세","경매 히스토리","접힘/펼침","펼치기 버튼 탭 시 전체 히스토리 노출","히스토리 2건 이상, 접힌 상태","1. 펼치기 버튼을 탭한다.","애니메이션과 함께 전체 히스토리 행이 펼쳐지고 화살표가 위 방향으로 바뀐다.","정상","P1","",""
"FE-AD-050","경매상세","경매 히스토리","펼치기 비활성","히스토리 1건 이하일 때 펼치기 버튼 비활성","히스토리 1건 또는 0건","1. 히스토리 섹션의 펼치기 버튼을 탭한다.","버튼이 disabled되어 동작하지 않는다(items.count>1에서만 활성).","경계","P1","",""
"FE-AD-051","경매상세","경매 히스토리","빈 데이터","히스토리 0건일 때 카드 처리","salesDetails 빈 배열","1. 히스토리가 없는 매물 상세에 진입한다. 2. 히스토리 섹션을 확인한다.","히스토리 카드가 빈 상태로 표시되고 펼치기 버튼은 비활성, 크래시가 없다.","경계","P1","",""
"FE-AD-052","경매상세","경매 히스토리","최신 뱃지","최신 회차 행에 '최신' 뱃지 표시","히스토리 1건 이상","1. 히스토리 첫 행을 확인한다.","가장 최신 행(idx 0)에 파란 '최신' 뱃지와 'n차 | 날짜'가 표시된다.","정상","P2","",""
"FE-AD-053","경매상세","경매 히스토리","결과 툴팁","결과 info 버튼 탭 시 설명 팝오버 표시","infoDescription이 있는 결과(예정/매각/유찰 등)","1. 결과 우측 info 아이콘을 탭한다.","기일종류 설명이 담긴 popover 말풍선이 표시된다.","정상","P2","",""
"FE-AD-054","경매상세","경매 히스토리","결과 툴팁","설명 없는 결과는 info 버튼 미표시","infoDescription이 nil인 결과(invalid/other)","1. 해당 결과를 가진 히스토리 행을 확인한다.","결과 텍스트만 표시되고 info 아이콘 버튼은 렌더되지 않는다.","경계","P2","",""
"FE-AD-055","경매상세","법원정보/지도","법원정보 행","관할법원/담당/매각장소/매각기일 표시","상세 진입 상태","1. 법원정보 섹션으로 스크롤한다.","관할법원, 담당, 매각장소, 매각기일 행이 값과 함께 표시된다.","정상","P2","","값 정확성은 데이터파트 연계"
"FE-AD-056","경매상세","법원정보/지도","매각비고","매각비고 비어있을 때 행 숨김","salesNote가 공백/빈 문자열","1. 법원정보 섹션을 확인한다.","'매각비고' 행이 렌더되지 않는다(내용 있을 때만 노출).","경계","P2","",""
"FE-AD-057","경매상세","법원정보/지도","지도 로딩","좌표 조회 중 로딩 placeholder 표시","좌표 지오코딩 지연","1. 상세 진입 직후 '물건 위치' 영역을 확인한다.","회색 박스 안에 ProgressView와 '위치 정보를 불러오는 중이에요' 문구가 표시된다.","경계","P1","",""
"FE-AD-058","경매상세","법원정보/지도","지도 좌표 없음","좌표를 찾지 못한 경우 안내 표시","embedded 좌표 없음 + 지오코딩 실패","1. 좌표를 못 찾는 매물 상세에 진입한다. 2. '물건 위치' 영역을 확인한다.","회색 박스에 '표시할 위치 정보를 찾지 못했어요' 문구가 표시되고 지도/버튼은 노출되지 않는다.","경계","P1","",""
"FE-AD-059","경매상세","법원정보/지도","지도 프리뷰","좌표 확보 시 지도 미리보기 표시","유효 좌표 확보","1. 법원정보 섹션의 지도 영역을 확인한다.","높이 120의 지도 미리보기가 모서리 라운드로 표시된다.","정상","P1","",""
"FE-AD-060","경매상세","법원정보/지도","전체 지도","지도 프리뷰 탭 시 풀스크린 지도 진입","유효 좌표 확보","1. 지도 미리보기를 탭한다.","풀스크린(fullScreenCover) 지도가 좌표 기준으로 열린다.","정상","P1","",""
"FE-AD-061","경매상세","법원정보/지도","전체 지도","풀스크린 지도 닫기 버튼으로 종료","풀스크린 지도 열림","1. 우상단 닫기(close) 버튼을 탭한다.","풀스크린 지도가 닫히고 상세 화면으로 복귀한다.","정상","P1","",""
"FE-AD-062","경매상세","목록 상세내역","섹션 노출 조건","목록 상세내역이 없으면 섹션 자체 숨김","salesItemDetails 빈 배열","1. 목록 상세가 없는 매물 상세에서 하단까지 스크롤한다.","'목록 상세내역' 섹션과 상단 divider가 모두 렌더되지 않는다.","경계","P1","",""
"FE-AD-063","경매상세","목록 상세내역","목록 표시","목록 상세내역 항목 표시","salesItemDetails 1건 이상","1. 하단 '목록 상세내역' 섹션을 확인한다.","각 항목의 유형(타입) 라벨과 내용 텍스트가 순서대로 표시된다.","정상","P2","",""
"FE-AD-064","경매상세","목록 상세내역","타입 빈 값","항목 유형이 빈 문자열이면 유형 라벨 숨김","item.type displayName이 빈 문자열(invalid 등)","1. 목록 상세내역 항목을 확인한다.","유형 라벨 없이 내용 텍스트만 표시된다.","경계","P2","",""
"FE-AD-065","경매상세","목록 상세내역","긴 텍스트","긴 내용 텍스트 오버플로우 처리","매우 긴 content 데이터","1. 긴 내용을 가진 목록 항목을 확인한다.","텍스트가 줄바꿈되어 화면 밖으로 넘치거나 잘리지 않고 레이아웃이 유지된다.","경계","P2","",""
"FE-SC-001","검색","검색 네비게이션바","검색 입력창","검색 화면 최초 진입 시 placeholder가 표시된다","검색 화면 진입, 검색어 미입력","1. 검색 화면에 진입한다 2. 상단 입력창을 확인한다","입력창이 비어 있고 placeholder1, placeholder2가 콤마로 연결되어 회색 텍스트로 노출된다","정상","P1","",""
"FE-SC-002","검색","검색 네비게이션바","닫기","닫기 버튼 탭 시 루트로 이동한다","검색 화면 진입","1. 우측 상단 '닫기' 버튼을 탭한다","coordinator.popToRoot가 실행되어 루트 화면으로 빠져나간다","정상","P0","",""
"FE-SC-003","검색","검색 네비게이션바","뒤로가기","좌측 화살표 버튼 탭 시 이전 화면으로 pop한다","검색 화면 진입","1. 좌측 상단 화살표 버튼을 탭한다","coordinator.pop이 실행되어 직전 화면으로 돌아간다","정상","P0","",""
"FE-SC-004","검색","검색 네비게이션바","검색 실행","검색어 입력 후 키보드 검색 시 검색이 실행된다","검색어 한 글자 이상 입력","1. 입력창에 검색어를 입력한다 2. 키보드의 검색(.search) 버튼을 탭한다","화면이 검색결과(userSearched)로 전환되고 로딩 후 결과 리스트가 표시된다","정상","P0","",""
"FE-SC-005","검색","검색 네비게이션바","입력 중 화면전환","텍스트 입력을 시작하면 추천검색 화면으로 전환된다","검색어 빈 상태(최근검색어 화면)","1. 입력창에 한 글자를 입력한다","화면이 추천검색(recommandSearching)으로 전환되며 기존 필터/결과가 초기화되고 본문은 빈 영역(EmptyView)으로 렌더링된다","정상","P1","","추천검색 영역은 코드상 EmptyView로 비어 있음"
"FE-SC-006","검색","검색 네비게이션바","입력 중 화면전환","입력 텍스트를 모두 지우면 최근검색어 화면으로 복귀한다","검색어가 입력되어 있는 상태","1. 입력 텍스트를 전부 삭제해 빈 문자열로 만든다","화면이 최근검색어(latestSearchedText)로 복귀하고 최근검색어 목록이 표시된다","경계","P1","",""
"FE-SC-007","검색","검색 네비게이션바","최근검색어 선택 분기","최근검색어 탭으로 채워진 입력은 추천검색으로 전환되지 않는다","최근검색어 목록 존재","1. 최근검색어 항목을 탭한다 2. 입력창과 화면 상태를 확인한다","isSelectingRecentSearch 플래그로 인해 추천검색 전환 없이 곧바로 검색결과 화면이 표시된다","경계","P1","","isSelectingRecentSearch 분기 검증"
"FE-SC-008","검색","검색 네비게이션바","검색 실행","검색 버튼 연타(중복 탭) 시 검색이 중복 실행되지 않는다","검색어 입력 상태","1. 검색을 실행한다 2. 즉시 키보드 검색을 연속으로 여러 번 누른다","화면이 깨지지 않고 결과가 정상 표시된다(중복 요청으로 인한 깜빡임/크래시 없음)","경계","P2","","디바운스 없음 - 동작 확인"
"FE-SC-009","검색","검색 네비게이션바","입력 오버플로우","매우 긴 검색어 입력 시 레이아웃이 유지된다","검색 화면 진입","1. 매우 긴 문자열을 입력창에 입력한다","TextField 내에서 한 줄로 가로 스크롤되며 네비게이션바 레이아웃이 깨지지 않는다","경계","P2","",""
"FE-SC-010","검색","최근검색어","목록 표시","저장된 최근검색어가 있으면 목록이 표시된다","로컬에 저장된 최근검색어 존재","1. 검색 화면에 진입한다(입력 없음)","'최근 검색어' 헤더와 '전체삭제' 버튼, 각 항목(시계 아이콘+텍스트+X 버튼)이 표시된다","정상","P1","",""
"FE-SC-011","검색","최근검색어","빈 상태","최근검색어가 없으면 빈 상태 뷰가 표시된다","저장된 최근검색어 없음","1. 검색 화면에 진입한다","'최근 검색 내역이 없어요' 문구와 dot3Circle 아이콘이 중앙에 표시된다","예외","P1","",""
"FE-SC-012","검색","최근검색어","항목 탭","최근검색어 항목 탭 시 해당 검색어로 검색된다","최근검색어 목록 존재","1. 최근검색어 항목 텍스트를 탭한다","입력창이 해당 검색어로 채워지고 검색이 실행되어 결과 화면이 표시된다","정상","P0","",""
"FE-SC-013","검색","최근검색어","개별 삭제","항목의 X 버튼 탭 시 해당 검색어만 삭제된다","최근검색어 2개 이상 존재","1. 특정 항목 우측의 X(close) 버튼을 탭한다","해당 항목만 목록에서 제거되고 나머지는 유지된다","정상","P1","",""
"FE-SC-014","검색","최근검색어","전체 삭제","전체삭제 버튼 탭 시 모든 최근검색어가 제거된다","최근검색어 목록 존재","1. '전체삭제' 버튼을 탭한다","목록이 모두 제거되고 빈 상태 뷰('최근 검색 내역이 없어요')로 전환된다","정상","P1","",""
"FE-SC-015","검색","최근검색어","최대 보관 개수","최근검색어는 최대 10개까지만 유지된다","이미 10개의 최근검색어 저장","1. 새로운 검색어로 검색을 실행한다 2. 최근검색어 목록 개수를 확인한다","최신 검색어가 맨 위에 추가되고 가장 오래된 항목이 제거되어 총 10개가 유지된다","경계","P2","","데이터파트 연계(저장 로직 prefix 10)"
"FE-SC-016","검색","최근검색어","중복 처리","기존 검색어 재검색 시 중복 없이 최상단으로 이동한다","목록에 동일 검색어 존재","1. 목록에 있는 검색어와 동일하게 재검색한다 2. 목록을 확인한다","중복 항목 없이 해당 검색어가 목록 맨 위로 이동한다","경계","P2","",""
"FE-SC-017","검색","최근검색어","공백 검색 저장","공백만 입력 후 검색 시 최근검색어에 저장되지 않는다","검색 화면 진입","1. 공백 문자만 입력한다 2. 검색을 실행한다 3. 최근검색어를 확인한다","trim 후 빈 값으로 판단되어 최근검색어에 저장되지 않는다","예외","P2","",""
"FE-SC-018","검색","검색결과리스트","로딩 상태","검색 실행 시 로딩 인디케이터가 표시된다","검색어 입력","1. 검색을 실행한다","로딩 오버레이(.loading)가 표시되고 응답 수신 후 사라지며 결과가 렌더링된다","정상","P0","",""
"FE-SC-019","검색","검색결과리스트","결과 표시","검색 결과가 있으면 매물 리스트가 표시된다","결과가 존재하는 검색어","1. 결과가 있는 검색어로 검색한다","세로 ScrollView에 매물 셀 목록이 표시된다","정상","P0","",""
"FE-SC-020","검색","검색결과리스트","빈 결과","결과 0건이고 필터 미적용 시 검색결과 없음 뷰가 표시된다","검색 결과 0건, 필터 미적용","1. 결과가 없는 검색어로 검색한다","'검색 결과가 없어요' + '검색어를 한 글자 이상 작성해주세요' 문구와 infoLine 아이콘이 표시된다","예외","P0","",""
"FE-SC-021","검색","검색결과리스트","필터 후 빈 결과","필터 적용 후 결과 0건이면 본문이 빈 영역으로 표시된다","필터가 적용된 상태에서 결과 0건","1. 검색 후 필터를 적용해 결과를 0건으로 만든다 2. 본문 영역을 확인한다","필터바와 정렬바는 유지되고 리스트 영역만 빈 화면(EmptyView)으로 표시된다(검색결과없음 뷰와 다른 분기)","예외","P1","","NoSearchResultView가 아닌 EmptyView 분기"
"FE-SC-022","검색","검색결과리스트","에러 처리","검색 중 네트워크/서버 에러 시 alert가 표시된다","네트워크 끊김 또는 서버 에러 상황","1. 검색을 실행한다","에러 alert가 노출되고 로딩이 종료된다","예외","P0","","데이터파트 연계(에러 응답)"
"FE-SC-023","검색","검색결과리스트","네트워크 지연","네트워크 지연 시 로딩 상태가 유지된다","네트워크 응답 지연","1. 검색을 실행한다 2. 응답이 늦게 오는 상황을 본다","응답 수신 전까지 로딩 인디케이터가 유지되고 빈 화면 깜빡임이 없다","경계","P2","",""
"FE-SC-024","검색","검색결과리스트","상세 이동","매물 셀 탭 시 경매 상세 화면으로 이동한다","검색 결과 리스트 표시","1. 임의의 매물 셀을 탭한다","coordinator.push(.auctionDetail)로 해당 매물 상세 화면으로 이동한다","정상","P0","",""
"FE-SC-025","검색","검색결과리스트","상태 보존","상세 진입 후 복귀 시 검색 결과 상태가 보존된다","검색 결과 표시 상태","1. 매물 셀을 탭해 상세로 진입한다 2. 뒤로가기로 검색 화면에 복귀한다","검색어, 결과 리스트, 적용 필터, 스크롤 위치가 유지된 채 복귀한다","경계","P1","","@State 보존 검증"
"FE-SC-026","검색","검색결과리스트","무한스크롤","결과 리스트 끝까지 스크롤해도 추가 로딩이 동작하지 않는다","검색 결과 다수 존재","1. 리스트를 맨 아래까지 스크롤한다","추가 페이지 로딩이 트리거되지 않는다(다음 페이지 미호출)","경계","P2","","loadMoreAuctionSales 코드는 존재하나 UI에 미연결 - 무한스크롤 미작동"
"FE-SC-027","검색","검색결과리스트","당겨서 새로고침","리스트를 아래로 당겨도 새로고침이 동작하지 않는다","검색 결과 표시 상태","1. 결과 리스트를 위에서 아래로 당긴다","refreshable 미구현으로 새로고침 동작이 일어나지 않는다","경계","P2","","pull-to-refresh 미구현"
"FE-SC-028","검색","매물셀","찜 버튼","매물 셀의 찜 버튼을 탭해도 동작이 없다","검색 결과 리스트 표시","1. 셀 내 하트(찜) 버튼을 탭한다","onZzim 클로저가 빈 구현이라 아무 동작/상태변화가 없다","예외","P2","","onZzim 빈 클로저 - 찜 기능 미구현"
"FE-SC-029","검색","매물셀","D-day 뱃지","매각 여부에 따라 셀 뱃지가 다르게 표시된다","매각/진행 매물이 섞인 결과","1. 결과 리스트의 매물 썸네일 좌상단 뱃지를 확인한다","매각 건은 '매각', 진행 건은 D+/D- 형식의 잔여일 뱃지가 표시된다","정상","P2","","데이터파트 연계(값 정확성)"
"FE-SC-030","검색","매물셀","긴 텍스트 오버플로우","긴 주소가 셀 레이아웃을 깨지 않는다","주소가 긴 매물 포함","1. 주소가 긴 매물 셀을 확인한다","주소가 여러 줄로 표시되고 가격/뱃지/찜 영역 레이아웃이 유지된다","경계","P2","",""
"FE-SC-031","검색","검색 필터바","가로 스크롤","필터 칩을 가로로 스크롤할 수 있다","검색결과 화면 표시","1. 필터 칩 영역을 좌우로 스와이프한다","인증매물/건물용도/경매상태/가격/낙찰 칩이 가로 스크롤로 모두 노출된다","정상","P1","",""
"FE-SC-032","검색","검색 필터바","인증매물 토글","인증매물 칩 탭 시 토글되고 결과가 갱신된다","검색결과 화면 표시","1. '인증매물' 칩을 탭한다","isCertified가 토글되어 칩이 활성 스타일로 바뀌고 결과가 재로드된다","정상","P1","",""
"FE-SC-033","검색","검색 필터바","낙찰 토글","낙찰 칩 탭 시 토글되고 결과가 갱신된다","검색결과 화면 표시","1. '낙찰' 칩을 탭한다","isBidWon이 토글되어 칩 스타일이 변하고 결과가 재로드된다","정상","P1","",""
"FE-SC-034","검색","검색 필터바","활성 강조","활성화된 필터 칩이 시각적으로 강조된다","필터 하나 이상 활성화","1. 필터를 활성화한 뒤 칩 스타일을 확인한다","활성 칩은 배경(neutral)+흰 텍스트, 비활성 칩은 외곽선+기본 텍스트로 구분된다","정상","P2","",""
"FE-SC-035","검색","검색 필터바","인증매물 아이콘","인증매물 칩에 좌측 아이콘이 표시된다","검색결과 화면 표시","1. 인증매물 칩을 확인한다","인증매물 칩 좌측에 certified 아이콘이 노출된다","정상","P2","",""
"FE-SC-036","검색","검색 필터바","건물용도 시트 열기","건물용도 칩 탭 시 건물용도 필터 바텀시트가 열린다","검색결과 화면 표시","1. '건물용도' 칩을 탭한다","건물용도 필터 바텀시트(dynamicSheet)가 표시된다","정상","P0","",""
"FE-SC-037","검색","검색 필터바","경매상태 시트 열기","경매상태 칩 탭 시 경매상태 필터 바텀시트가 열린다","검색결과 화면 표시","1. '경매상태' 칩을 탭한다","경매상태 필터 바텀시트가 표시된다","정상","P0","",""
"FE-SC-038","검색","검색 필터바","가격 시트 열기","가격 칩 탭 시 가격 필터 바텀시트가 열린다","검색결과 화면 표시","1. '가격' 칩을 탭한다","가격 필터 바텀시트가 표시된다","정상","P0","",""
"FE-SC-039","검색","검색 필터바","시트 닫힘 재로드","필터 시트를 닫으면 결과가 재로드된다","필터 시트가 열려 있음","1. 필터 시트에서 값을 변경한다 2. 시트를 아래로 스와이프해 닫는다","onDismiss로 refreshData가 호출되어 결과 리스트가 재로드된다","정상","P1","",""
"FE-SC-040","검색","검색 필터바","다중선택 타이틀","다중선택 필터의 칩 타이틀이 '외 N' 형식으로 표시된다","건물용도 또는 경매상태 2개 이상 선택","1. 다중선택 필터에서 2개 이상 선택 2. 필터바 칩 텍스트를 확인한다","첫 선택명과 함께 '외 N' 형태의 다중선택 타이틀이 표시된다","경계","P2","",""
"FE-SC-041","검색","검색 필터바","가격 타이틀","가격 필터 적용 시 칩 타이틀이 이상/이하 형식으로 표시된다","가격 필터 적용","1. 가격 범위를 설정한다 2. 가격 칩 텍스트를 확인한다","'N 이상 M 이하' 또는 '이상'/'이하' 단일 형식으로 타이틀이 표시된다","경계","P2","","데이터파트 연계(금액 표기)"
"FE-SC-042","검색","정렬바","매물 개수","정렬바에 현재 매물 개수가 표시된다","검색 결과 표시","1. 정렬바 좌측의 매물 개수 영역을 확인한다","'매물 {filteredItemCount}' 형태로 개수가 표시된다","정상","P1","",""
"FE-SC-043","검색","정렬바","정렬 시트 열기","정렬 버튼 탭 시 정렬 바텀시트가 열린다","검색 결과 표시, 정렬 옵션 존재","1. 정렬바 우측의 정렬 버튼을 탭한다","정렬 바텀시트가 표시된다","정상","P1","",""
"FE-SC-044","검색","정렬바","정렬 버튼 노출","정렬 옵션이 없으면 정렬 버튼이 표시되지 않는다","currentAuctionFilter.sort가 nil","1. 정렬 옵션이 없는 상태에서 정렬바를 확인한다","정렬 버튼이 노출되지 않고 매물 개수만 표시된다","경계","P2","",""
"FE-SC-045","검색","정렬 바텀시트","옵션 표시","정렬 옵션 목록과 현재 선택값 체크가 표시된다","정렬 시트 열림","1. 정렬 시트의 옵션 목록을 확인한다","검색옵션 목록이 표시되고 현재 선택된 정렬 옵션 우측에 체크 아이콘이 표시된다","정상","P1","",""
"FE-SC-046","검색","정렬 바텀시트","정렬 선택","정렬 옵션 선택 시 재로드 후 시트가 닫힌다","정렬 시트 열림","1. 임의의 정렬 옵션을 탭한다","선택한 정렬로 결과가 재로드되고 시트가 닫힌다","정상","P0","",""
"FE-SC-047","검색","건물용도 필터시트","칩 다중선택","건물용도 칩을 다중 선택할 수 있다","건물용도 시트 열림, 옵션 존재","1. 여러 건물용도 칩을 선택한다","선택한 칩들이 활성 상태로 표시되고 다중선택이 유지된다","정상","P1","",""
"FE-SC-048","검색","건물용도 필터시트","디바운스 재로드","칩 선택 후 0.5초 디바운스 뒤 매물 개수가 갱신된다","건물용도 시트 열림","1. 칩을 선택한다 2. 약 0.5초 대기한다","0.5초 후 결과가 재로드되어 'N개 매물 보기' 버튼의 개수가 갱신된다","경계","P1","",""
